stamp_sec,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
1732437230.207045078,3.0855789184570312,3.856553792953491,29.973163604736328,-0.0,0.0,0.6604226361790817,-0.7508940948111607,0.3140000104904175,0.0,0.0,0.0,0.0,0.03700000047683716
1732437230.257041216,3.087653160095215,3.840441942214966,29.973512649536133,-0.0,0.0,0.6602915782826493,-0.7510093419185996,0.32499998807907104,0.0,0.0,0.0,0.0,0.007000000216066837
1732437230.307049274,3.089914083480835,3.822927951812744,29.97481346130371,-0.0,0.0,0.6598029777614771,-0.7514386405669379,0.3529999852180481,0.0,0.0,0.0,0.0,0.026000000536441803
1732437230.357043505,3.0923190116882324,3.8044872283935547,29.977462768554688,-0.0,0.0,0.6588070032525807,-0.7523119914406218,0.3720000088214874,0.0,0.0,0.0,0.0,0.05299999937415123
1732437230.407040119,3.095003128051758,3.784322738647461,29.976364135742188,-0.0,0.0,0.6592201611542996,-0.751949984458873,0.40700000524520874,0.0,0.0,0.0,0.0,-0.02199999988079071
1732437230.457041025,3.0978236198425293,3.762953519821167,29.977264404296875,-0.0,0.0,0.6588816159169977,-0.7522466458593259,0.4309999942779541,0.0,0.0,0.0,0.0,0.017999999225139618
1732437230.507049561,3.1007955074310303,3.740593194961548,29.97481346130371,-0.0,0.0,0.6598029777614771,-0.7514386405669379,0.45100000500679016,0.0,0.0,0.0,0.0,-0.04899999871850014
1732437230.557054520,3.1038408279418945,3.7172412872314453,29.97536277770996,-0.0,0.0,0.6595965640904744,-0.7516198325217615,0.47099998593330383,0.0,0.0,0.0,0.0,0.010999999940395355
1732437230.607067823,3.1070704460144043,3.692582607269287,29.975013732910156,-0.0,0.0,0.6597277285417759,-0.7515047067005695,0.49799999594688416,0.0,0.0,0.0,0.0,-0.007000000216066837
1732437230.657131910,3.1102137565612793,3.66851806640625,29.978416442871094,-0.0,0.0,0.6584481980564109,-0.7526260495599828,0.48500001430511475,0.0,0.0,0.0,0.0,0.06800000369548798
1732437230.707036972,3.1135497093200684,3.6436383724212646,29.975215911865234,-0.0,0.0,0.6596517559528308,-0.7515713943920078,0.5019999742507935,0.0,0.0,0.0,0.0,-0.06400000303983688
1732437230.757041216,3.117136240005493,3.6162242889404297,29.97126579284668,-0.0,0.0,0.6611348666129765,-0.7502670778786991,0.5529999732971191,0.0,0.0,0.0,0.0,-0.07900000363588333
1732437230.807043552,3.1210434436798096,3.5854122638702393,29.96806526184082,-0.0,0.0,0.6623346460899272,-0.7492081263500355,0.6209999918937683,0.0,0.0,0.0,0.0,-0.06400000303983688
1732437230.857128859,3.1243906021118164,3.5583229064941406,29.96861457824707,-0.0,0.0,0.6621288449524527,-0.7493900137324562,0.5460000038146973,0.0,0.0,0.0,0.0,0.010999999940395355
1732437230.907047033,3.128011703491211,3.5291481018066406,29.96541404724121,-0.0,0.0,0.6633272196217911,-0.7483294726982388,0.5879999995231628,0.0,0.0,0.0,0.0,-0.06400000303983688
1732437230.957052708,3.1316781044006348,3.4988138675689697,29.963563919067383,-0.0,0.0,0.6640191884244523,-0.7477155324079685,0.6110000014305115,0.0,0.0,0.0,0.0,-0.03700000047683716
1732437231.007109642,3.1350839138031006,3.470191717147827,29.96391487121582,-0.0,0.0,0.6638879720156758,-0.7478320403759879,0.5759999752044678,0.0,0.0,0.0,0.0,0.007000000216066837
1732437231.057054281,3.138523817062378,3.4413697719573975,29.965213775634766,-0.0,0.0,0.6634021508688394,-0.7482630461425966,0.5809999704360962,0.0,0.0,0.0,0.0,0.026000000536441803
1732437231.107057095,3.142057418823242,3.412086009979248,29.964664459228516,-0.0,0.0,0.6636076424273972,-0.7480808090787731,0.5899999737739563,0.0,0.0,0.0,0.0,-0.010999999940395355
1732437231.157043219,3.145211696624756,3.385823965072632,29.966514587402344,-0.0,0.0,0.6629153358965433,-0.748694368506384,0.5289999842643738,0.0,0.0,0.0,0.0,0.03700000047683716
1732437231.207038641,3.1485891342163086,3.3581364154815674,29.96876335144043,-0.0,0.0,0.6620730985478963,-0.7494392651704257,0.5580000281333923,0.0,0.0,0.0,0.0,0.04500000178813934
1732437231.257056475,3.1519880294799805,3.330784559249878,29.97141456604004,-0.0,0.0,0.6610790549693532,-0.7503162553755762,0.5509999990463257,0.0,0.0,0.0,0.0,0.05299999937415123
1732437231.307055473,3.155344247817993,3.304349899291992,29.971263885498047,-0.0,0.0,0.6611355821231184,-0.7502664473710159,0.5329999923706055,0.0,0.0,0.0,0.0,-0.003000000026077032
1732437231.357059240,3.158519983291626,3.279306173324585,29.973512649536133,-0.0,0.0,0.6602915782826493,-0.7510093419185996,0.5049999952316284,0.0,0.0,0.0,0.0,0.04500000178813934
1732437231.407035589,3.1614716053009033,3.256442070007324,29.980314254760742,-0.0,0.0,0.6577337303901682,-0.7532505160350264,0.460999995470047,0.0,0.0,0.0,0.0,0.13600000739097595
1732437231.457073450,3.164215087890625,3.236272096633911,29.98936653137207,-0.0,0.0,0.6543176888848613,-0.7562197841979367,0.40700000524520874,0.0,0.0,0.0,0.0,0.1809999942779541
1732437231.510128260,3.1668009757995605,3.2184691429138184,29.998611450195312,-0.0,0.0,0.650815115641158,-0.7592362512768909,0.36000001430511475,0.0,0.0,0.0,0.0,0.1850000023841858
1732437231.557015896,3.17010235786438,3.1971282958984375,30.004261016845703,-0.0,0.0,0.6486678440352618,-0.7610716313952619,0.4320000112056732,0.0,0.0,0.0,0.0,0.11299999803304672
1732437231.607030869,3.1738829612731934,3.1735711097717285,30.002960205078125,-0.0,0.0,0.6491627122651409,-0.7606495730653938,0.47699999809265137,0.0,0.0,0.0,0.0,-0.026000000536441803
1732437231.657005072,3.177855968475342,3.1486074924468994,30.000513076782227,-0.0,0.0,0.6500929296459875,-0.7598547116549961,0.5059999823570251,0.0,0.0,0.0,0.0,-0.04899999871850014
1732437231.707001209,3.1818184852600098,3.123311758041382,29.997861862182617,-0.0,0.0,0.6510996271206992,-0.7589922763528535,0.5120000243186951,0.0,0.0,0.0,0.0,-0.05299999937415123
1732437231.757030964,3.185563802719116,3.098980188369751,29.99936294555664,-0.0,0.0,0.6505297884442827,-0.7594807399444945,0.492000013589859,0.0,0.0,0.0,0.0,0.029999999329447746
1732437231.807010412,3.189347505569458,3.074643135070801,30.00181007385254,-0.0,0.0,0.6496000283146866,-0.7602761361594604,0.49300000071525574,0.0,0.0,0.0,0.0,0.04899999871850014
1732437231.857015133,3.193063259124756,3.051121234893799,30.004060745239258,-0.0,0.0,0.6487440513020998,-0.7610066727040825,0.47600001096725464,0.0,0.0,0.0,0.0,0.04500000178813934
1732437231.907050610,3.19685435295105,3.027467966079712,30.008411407470703,-0.0,0.0,0.6470870761642489,-0.7624161041460258,0.4790000021457672,0.0,0.0,0.0,0.0,0.08699999749660492
1732437231.956990004,3.2007367610931396,3.0039024353027344,30.012557983398438,-0.0,0.0,0.6455049784056802,-0.7637560624004777,0.4779999852180481,0.0,0.0,0.0,0.0,0.08299999684095383
1732437232.007045507,3.2048635482788086,2.9794845581054688,30.01881217956543,-0.0,0.0,0.6431134860682944,-0.7657708822076521,0.4950000047683716,0.0,0.0,0.0,0.0,0.125
1732437232.057005405,3.2088441848754883,2.956796646118164,30.019161224365234,-0.0,0.0,0.6429798321028375,-0.7658831082541298,0.460999995470047,0.0,0.0,0.0,0.0,0.007000000216066837
1732437232.106993675,3.212575674057007,2.9355716705322266,30.01106071472168,-0.0,0.0,0.6460765714790169,-0.7632726012283677,0.4309999942779541,0.0,0.0,0.0,0.0,-0.16200000047683716
1732437232.156998873,3.216003179550171,2.9151053428649902,30.000659942626953,-0.0,0.0,0.6500371295412106,-0.7599024478298667,0.41499999165534973,0.0,0.0,0.0,0.0,-0.20800000429153442
1732437232.206990480,3.219271421432495,2.894261360168457,29.989910125732422,-0.0,0.0,0.6541121263140173,-0.7563975979661458,0.421999990940094,0.0,0.0,0.0,0.0,-0.2150000035762787
1732437232.256987095,3.222243070602417,2.873879909515381,29.978561401367188,-0.0,0.0,0.6583936465568323,-0.7526737714133508,0.41200000047683716,0.0,0.0,0.0,0.0,-0.22699999809265137
1732437232.306988955,3.22481107711792,2.8547487258911133,29.974611282348633,-0.0,0.0,0.6598789369296348,-0.7513719375892441,0.38600000739097595,0.0,0.0,0.0,0.0,-0.07900000363588333
1732437232.356994867,3.2273097038269043,2.835559606552124,29.972761154174805,-0.0,0.0,0.6605737216823236,-0.7507611858792141,0.3869999945163727,0.0,0.0,0.0,0.0,-0.03700000047683716
1732437232.406998873,3.229868173599243,2.8156230449676514,29.966161727905273,-0.0,0.0,0.6630474175375892,-0.7485773988685029,0.4020000100135803,0.0,0.0,0.0,0.0,-0.13199999928474426
1732437232.456990480,3.232294797897339,2.795670986175537,29.960712432861328,-0.0,0.0,0.665084563436446,-0.7467680519937581,0.4020000100135803,0.0,0.0,0.0,0.0,-0.10899999737739563
1732437232.506990433,3.234480142593384,2.7768478393554688,29.956562042236328,-0.0,0.0,0.6666328198137937,-0.7453862646622287,0.3790000081062317,0.0,0.0,0.0,0.0,-0.08299999684095383
1732437232.557096720,3.2366344928741455,2.7575955390930176,29.955461502075195,-0.0,0.0,0.6670428826257429,-0.7450193237348542,0.3869999945163727,0.0,0.0,0.0,0.0,-0.02199999988079071
1732437232.606978655,3.238762378692627,2.7383873462677,29.9547119140625,-0.0,0.0,0.6673220645464157,-0.7447692677396868,0.3869999945163727,0.0,0.0,0.0,0.0,-0.014999999664723873
1732437232.657000303,3.2409772872924805,2.7182559967041016,29.9547119140625,-0.0,0.0,0.6673220645464157,-0.7447692677396868,0.4050000011920929,0.0,0.0,0.0,0.0,0.0
1732437232.706979036,3.2431530952453613,2.6984806060791016,29.95621109008789,-0.0,0.0,0.6667636070051922,-0.7452692750767508,0.39800000190734863,0.0,0.0,0.0,0.0,0.029999999329447746
1732437232.756989002,3.2453980445861816,2.678353786468506,29.956960678100586,-0.0,0.0,0.666484237723994,-0.7455191217302656,0.4050000011920929,0.0,0.0,0.0,0.0,0.014999999664723873
1732437232.806994438,3.2477142810821533,2.657728433609009,29.958660125732422,-0.0,0.0,0.6658505118362898,-0.7460851800480631,0.41499999165534973,0.0,0.0,0.0,0.0,0.03400000184774399
1732437232.856994390,3.2500195503234863,2.6375110149383545,29.960159301757812,-0.0,0.0,0.6652910683164862,-0.7465840839572649,0.40700000524520874,0.0,0.0,0.0,0.0,0.029999999329447746
1732437232.906984806,3.2524523735046387,2.616454601287842,29.96295928955078,-0.0,0.0,0.6642452035177113,-0.7475147554421345,0.42399999499320984,0.0,0.0,0.0,0.0,0.0560000017285347
1732437232.957001925,3.2549571990966797,2.5952959060668945,29.963109970092773,-0.0,0.0,0.6641888836683362,-0.7475647977342228,0.4259999990463257,0.0,0.0,0.0,0.0,0.003000000026077032
1732437233.006984234,3.2575225830078125,2.57365345954895,29.9649600982666,-0.0,0.0,0.6634970542322807,-0.7481788950679416,0.4359999895095825,0.0,0.0,0.0,0.0,0.03700000047683716
1732437233.060167551,3.260136127471924,2.551948308944702,29.965511322021484,-0.0,0.0,0.663290822044709,-0.7483617343178726,0.43700000643730164,0.0,0.0,0.0,0.0,0.010999999940395355
1732437233.106976986,3.2628304958343506,2.5296735763549805,29.966609954833984,-0.0,0.0,0.6628796346134052,-0.7487259779216949,0.4490000009536743,0.0,0.0,0.0,0.0,0.02199999988079071
1732437233.156997204,3.2656002044677734,2.506986618041992,29.966060638427734,-0.0,0.0,0.6630852533396807,-0.7485438843537842,0.4569999873638153,0.0,0.0,0.0,0.0,-0.010999999940395355
1732437233.206980467,3.2684404850006104,2.4836134910583496,29.96735954284668,-0.0,0.0,0.6625989700535212,-0.7489743686428881,0.47099998593330383,0.0,0.0,0.0,0.0,0.026000000536441803
1732437233.257012129,3.2713921070098877,2.459585666656494,29.9660587310791,-0.0,0.0,0.6630859672064564,-0.7485432519860681,0.48399999737739563,0.0,0.0,0.0,0.0,-0.026000000536441803
1732437233.306981802,3.2744250297546387,2.4346277713775635,29.965709686279297,-0.0,0.0,0.6632165946724018,-0.7484275172327265,0.503000020980835,0.0,0.0,0.0,0.0,-0.007000000216066837
1732437233.357007265,3.2775473594665527,2.4088592529296875,29.966609954833984,-0.0,0.0,0.6628796346134052,-0.7487259779216949,0.5189999938011169,0.0,0.0,0.0,0.0,0.017999999225139618
1732437233.407025576,3.280752420425415,2.382606267929077,29.96695899963379,-0.0,0.0,0.6627489550645159,-0.7488416538634134,0.5289999842643738,0.0,0.0,0.0,0.0,0.007000000216066837
1732437233.457004070,3.284088373184204,2.3553600311279297,29.96320915222168,-0.0,0.0,0.6641518103175729,-0.7475977346487152,0.5490000247955322,0.0,0.0,0.0,0.0,-0.07500000298023224
1732437233.506995678,3.2872629165649414,2.3286008834838867,29.961158752441406,-0.0,0.0,0.6649178982754357,-0.7469164535294275,0.5389999747276306,0.0,0.0,0.0,0.0,-0.04100000113248825
1732437233.557029724,3.2904253005981445,2.301469087600708,29.962059020996094,-0.0,0.0,0.6645816182256244,-0.7472156801865245,0.5460000038146973,0.0,0.0,0.0,0.0,0.017999999225139618
1732437233.607012033,3.2936203479766846,2.274268865585327,29.96525764465332,-0.0,0.0,0.6633857379265242,-0.7482775973632252,0.5479999780654907,0.0,0.0,0.0,0.0,0.06400000303983688
1732437233.657006264,3.2968380451202393,2.2476117610931396,29.965106964111328,-0.0,0.0,0.6634421114806959,-0.7482276155783318,0.5370000004768372,0.0,0.0,0.0,0.0,-0.003000000026077032
1732437233.707006216,3.3001110553741455,2.220461845397949,29.96620750427246,-0.0,0.0,0.6630302837869764,-0.7485925746234474,0.546999990940094,0.0,0.0,0.0,0.0,0.02199999988079071
1732437233.757019281,3.303307056427002,2.1941943168640137,29.96845817565918,-0.0,0.0,0.6621874461965311,-0.7493382321086495,0.5289999842643738,0.0,0.0,0.0,0.0,0.04500000178813934
1732437233.807075024,3.3065743446350098,2.1678366661071777,29.97110939025879,-0.0,0.0,0.6611935364476452,-0.7502153739826027,0.531000018119812,0.0,0.0,0.0,0.0,0.05299999937415123
1732437233.857014418,3.3098583221435547,2.141907215118408,29.972957611083984,-0.0,0.0,0.6604999723845058,-0.75082606939295,0.5230000019073486,0.0,0.0,0.0,0.0,0.03700000047683716
1732437233.907084465,3.3130857944488525,2.116795778274536,29.9724063873291,-0.0,0.0,0.6607068838780846,-0.7506439992407261,0.5059999823570251,0.0,0.0,0.0,0.0,-0.010999999940395355
1732437233.957003832,3.316364288330078,2.0911765098571777,29.970706939697266,-0.0,0.0,0.6613444853594913,-0.7500823099397756,0.5170000195503235,0.0,0.0,0.0,0.0,-0.03400000184774399
1732437234.006989479,3.319469928741455,2.0665762424468994,29.967308044433594,-0.0,0.0,0.6626182553295739,-0.7489573069968619,0.4959999918937683,0.0,0.0,0.0,0.0,-0.06800000369548798
1732437234.057029486,3.3225183486938477,2.0417492389678955,29.96620750427246,-0.0,0.0,0.6630302837869764,-0.7485925746234474,0.5,0.0,0.0,0.0,0.0,-0.02199999988079071
1732437234.106995583,3.32550048828125,2.0172393321990967,29.971506118774414,-0.0,0.0,0.6610447075243148,-0.7503465163869911,0.49399998784065247,0.0,0.0,0.0,0.0,0.10599999874830246
1732437234.157006741,3.3284690380096436,1.993875503540039,29.97585678100586,-0.0,0.0,0.6594108926341662,-0.7517827310303238,0.47099998593330383,0.0,0.0,0.0,0.0,0.08699999749660492
1732437234.207039118,3.3315467834472656,1.9704668521881104,29.980358123779297,-0.0,0.0,0.6577172080515121,-0.7532649429204334,0.47200000286102295,0.0,0.0,0.0,0.0,0.09000000357627869
1732437234.257002592,3.334552049636841,1.9483789205551147,29.985055923461914,-0.0,0.0,0.6559460513528714,-0.7548077753405672,0.44600000977516174,0.0,0.0,0.0,0.0,0.09399999678134918
1732437234.307048082,3.337428092956543,1.9279589653015137,29.98845863342285,-0.0,0.0,0.6546609066511727,-0.75592267944722,0.41200000047683716,0.0,0.0,0.0,0.0,0.06800000369548798
1732437234.356999159,3.340360164642334,1.9076428413391113,29.995800018310547,-0.0,0.0,0.651881742774749,-0.7583206402551338,0.41100001335144043,0.0,0.0,0.0,0.0,0.1469999998807907
1732437234.406989574,3.3433618545532227,1.887871503829956,30.001249313354492,-0.0,0.0,0.6498131691907459,-0.7600939712603165,0.4000000059604645,0.0,0.0,0.0,0.0,0.10899999737739563
1732437234.456987381,3.3463547229766846,1.868856430053711,30.007648468017578,-0.0,0.0,0.6473778677381897,-0.7621692045489341,0.38499999046325684,0.0,0.0,0.0,0.0,0.12800000607967377
1732437234.506979704,3.349355936050415,1.8505525588989258,30.0146484375,-0.0,0.0,0.6447063274474886,-0.7644303443409162,0.3709999918937683,0.0,0.0,0.0,0.0,0.14000000059604645
1732437234.556991816,3.352536678314209,1.831969141960144,30.018598556518555,-0.0,0.0,0.6431952755541266,-0.7657021859083668,0.37700000405311584,0.0,0.0,0.0,0.0,0.07900000363588333
1732437234.607050419,3.355696201324463,1.8139382600784302,30.018749237060547,-0.0,0.0,0.643137585518554,-0.7657506422415619,0.3659999966621399,0.0,0.0,0.0,0.0,0.003000000026077032
1732437234.656990767,3.358726978302002,1.7966580390930176,30.019298553466797,-0.0,0.0,0.6429272415675323,-0.7659272563699271,0.35100001096725464,0.0,0.0,0.0,0.0,0.010999999940395355
1732437234.707017899,3.361544609069824,1.780644416809082,30.019649505615234,-0.0,0.0,0.6427928297616767,-0.766040062925547,0.32499998807907104,0.0,0.0,0.0,0.0,0.007000000216066837
1732437234.757004976,3.364356756210327,1.764695167541504,30.02094841003418,-0.0,0.0,0.6422951878240372,-0.7664573645664088,0.3240000009536743,0.0,0.0,0.0,0.0,0.026000000536441803
1732437234.807059288,3.3671481609344482,1.7489830255508423,30.020198822021484,-0.0,0.0,0.6425824063318947,-0.7662165823530002,0.3190000057220459,0.0,0.0,0.0,0.0,-0.014999999664723873
1732437234.857002258,3.3697590827941895,1.7342216968536377,30.01849937438965,-0.0,0.0,0.6432332467496678,-0.7656702882284783,0.30000001192092896,0.0,0.0,0.0,0.0,-0.03400000184774399
1732437234.906984329,3.3723204135894775,1.7195963859558105,30.017749786376953,-0.0,0.0,0.6435201702001533,-0.7654291544914955,0.296999990940094,0.0,0.0,0.0,0.0,-0.014999999664723873
1732437234.957085133,3.3749353885650635,1.7045981884002686,30.01604652404785,-0.0,0.0,0.6441718000788396,-0.7648808351522396,0.30399999022483826,0.0,0.0,0.0,0.0,-0.03400000184774399
1732437235.007086515,3.3774592876434326,1.6899758577346802,30.011550903320312,-0.0,0.0,0.6458894783122019,-0.7634309279860174,0.296999990940094,0.0,0.0,0.0,0.0,-0.09000000357627869
1732437235.056990385,3.379892349243164,1.6754910945892334,30.00890350341797,-0.0,0.0,0.6468994656414535,-0.7625752955300886,0.2939999997615814,0.0,0.0,0.0,0.0,-0.05299999937415123
1732437235.106991053,3.382288694381714,1.660990595817566,30.00515365600586,-0.0,0.0,0.6483280982679106,-0.7613610687422324,0.2939999997615814,0.0,0.0,0.0,0.0,-0.07500000298023224
1732437235.156989813,3.3846793174743652,1.646178960800171,29.9989013671875,-0.0,0.0,0.6507050510586007,-0.7593305844800563,0.30000001192092896,0.0,0.0,0.0,0.0,-0.125
1732437235.206985474,3.38698410987854,1.6313084363937378,29.993602752685547,-0.0,0.0,0.65271446513628,-0.7576040040825154,0.3009999990463257,0.0,0.0,0.0,0.0,-0.10599999874830246
1732437235.257081985,3.3891899585723877,1.6165615320205688,29.98889923095703,-0.0,0.0,0.6544943619323691,-0.7560668820936023,0.2980000078678131,0.0,0.0,0.0,0.0,-0.09399999678134918
1732437235.306999207,3.3913521766662598,1.6016265153884888,29.98305320739746,-0.0,0.0,0.6567015551907823,-0.7541505601735027,0.3019999861717224,0.0,0.0,0.0,0.0,-0.11699999868869781
1732437235.356987476,3.393435001373291,1.586621642112732,29.974353790283203,-0.0,0.0,0.6599756676165003,-0.7512869745670789,0.30300000309944153,0.0,0.0,0.0,0.0,-0.17399999499320984
1732437235.406985760,3.3953936100006104,1.5715488195419312,29.967754364013672,-0.0,0.0,0.6624511016762923,-0.7491051580972238,0.30399999022483826,0.0,0.0,0.0,0.0,-0.13199999928474426
1732437235.456979275,3.396965265274048,1.5587962865829468,29.968103408813477,-0.0,0.0,0.6623203559584953,-0.7492207592445714,0.25699999928474426,0.0,0.0,0.0,0.0,0.007000000216066837
1732437235.506986141,3.398498773574829,1.5463885068893433,29.96735382080078,-0.0,0.0,0.6626011128836664,-0.7489724729289634,0.25,0.0,0.0,0.0,0.0,-0.014999999664723873
1732437235.556981564,3.4000349044799805,1.5338836908340454,29.967702865600586,-0.0,0.0,0.6624703903201187,-0.7490881002586476,0.25200000405311584,0.0,0.0,0.0,0.0,0.007000000216066837
1732437235.606981516,3.4015631675720215,1.5214778184890747,29.96695327758789,-0.0,0.0,0.6627510975149605,-0.7488397577203786,0.25,0.0,0.0,0.0,0.0,-0.014999999664723873
1732437235.656996727,3.4030885696411133,1.5090186595916748,29.967853546142578,-0.0,0.0,0.6624139519395559,-0.7491380088313633,0.25099998712539673,0.0,0.0,0.0,0.0,0.017999999225139618
1732437235.706949472,3.4045989513397217,1.4967727661132812,29.966554641723633,-0.0,0.0,0.6629003415412091,-0.7487076446681631,0.24699999392032623,0.0,0.0,0.0,0.0,-0.026000000536441803
1732437235.756982803,3.4061262607574463,1.4842562675476074,29.966554641723633,-0.0,0.0,0.6629003415412091,-0.7487076446681631,0.25200000405311584,0.0,0.0,0.0,0.0,0.0
1732437235.807016850,3.4076828956604004,1.4714996814727783,29.968055725097656,-0.0,0.0,0.6623382185851361,-0.7492049680838139,0.25699999928474426,0.0,0.0,0.0,0.0,0.029999999329447746
1732437235.856980324,3.409264326095581,1.4586987495422363,29.96715545654297,-0.0,0.0,0.6626753943088669,-0.7489067510562231,0.257999986410141,0.0,0.0,0.0,0.0,-0.017999999225139618
1732437235.906974792,3.4107980728149414,1.4461928606033325,29.969804763793945,-0.0,0.0,0.6616827711554846,-0.7497839091071498,0.25200000405311584,0.0,0.0,0.0,0.0,0.05299999937415123
1732437235.956984520,3.412396192550659,1.4334410429000854,29.970905303955078,-0.0,0.0,0.6612700873464044,-0.750147899804351,0.25699999928474426,0.0,0.0,0.0,0.0,0.02199999988079071
1732437236.006939173,3.4139504432678223,1.421149730682373,29.971654891967773,-0.0,0.0,0.6609888899717807,-0.7503956871770208,0.24799999594688416,0.0,0.0,0.0,0.0,0.014999999664723873
1732437236.056995153,3.415567398071289,1.4084374904632568,29.97110366821289,-0.0,0.0,0.661195682828341,-0.7502134822896506,0.25600001215934753,0.0,0.0,0.0,0.0,-0.010999999940395355
1732437236.106986761,3.417212724685669,1.3954451084136963,29.97165298461914,-0.0,0.0,0.6609896056045741,-0.7503950568085517,0.2619999945163727,0.0,0.0,0.0,0.0,0.010999999940395355
1732437236.156942368,3.418933391571045,1.3819173574447632,29.972951889038086,-0.0,0.0,0.660502120512418,-0.7508241796842983,0.27300000190734863,0.0,0.0,0.0,0.0,0.026000000536441803
1732437236.206990004,3.4207258224487305,1.3679701089859009,29.972951889038086,-0.0,0.0,0.660502120512418,-0.7508241796842983,0.2809999883174896,0.0,0.0,0.0,0.0,0.0
1732437236.256995440,3.4225428104400635,1.3538322448730469,29.973302841186523,-0.0,0.0,0.6603703586645726,-0.7509400704431903,0.2849999964237213,0.0,0.0,0.0,0.0,0.007000000216066837
1732437236.307000875,3.4244470596313477,1.3390576839447021,29.973852157592773,-0.0,0.0,0.6601640819085416,-0.7511214182526367,0.2980000078678131,0.0,0.0,0.0,0.0,0.010999999940395355
1732437236.356961250,3.4263393878936768,1.324438214302063,29.972152709960938,-0.0,0.0,0.6608020892601638,-0.750560190011036,0.29499998688697815,0.0,0.0,0.0,0.0,-0.03400000184774399
1732437236.406949997,3.428257942199707,1.3094147443771362,29.972152709960938,-0.0,0.0,0.6608020892601638,-0.750560190011036,0.30300000309944153,0.0,0.0,0.0,0.0,0.0
1732437236.456948996,3.4302914142608643,1.2934918403625488,29.972503662109375,-0.0,0.0,0.6606703737315716,-0.7506761334113304,0.32100000977516174,0.0,0.0,0.0,0.0,0.007000000216066837
1732437236.506938457,3.4321775436401367,1.2787635326385498,29.971004486083984,-0.0,0.0,0.661232885900449,-0.7501806919694507,0.296999990940094,0.0,0.0,0.0,0.0,-0.029999999329447746
1732437236.556943655,3.4343621730804443,1.2615004777908325,29.966854095458984,-0.0,0.0,0.6627882324606923,-0.7488068902671979,0.3479999899864197,0.0,0.0,0.0,0.0,-0.08299999684095383
