stamp_sec,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
1732437229.399620295,-0.0009299383725679076,-0.011330780255535784,-0.013596520374150205,-0.04460830017541363,-0.12367951406515483,-0.09554761495743769
1732437229.404076815,0.0010076663876509087,-0.010237728133485217,-0.012232826504081749,0.023305414044188143,-0.12140990013462913,-0.12089711176709628
1732437229.409631014,0.004398145353268346,-0.012328122439917936,-0.010381799704042962,0.020323432645681625,-0.093633848703795,-0.02479892369364123
1732437229.413654327,-0.00029526387009919217,-0.014438490490412854,-0.007846625330138184,-0.0014093695524461458,-0.07531855433387123,-0.07595259490242512
1732437229.419864893,-0.0008038829752161909,-0.01232416319461766,-0.008818669815840815,0.02172444187582211,-0.08686190968588899,-0.05279740946626532
1732437229.423947811,0.0015693595309889503,-0.010185902853689092,-0.00891172869945718,0.08768823245500723,-0.09168688495967049,-0.07156066172725772
1732437229.429626703,0.0006211212370486783,-0.00805164614617248,-0.0084429683829359,0.11330297908683075,-0.0910235321379962,-0.0336511907388406
1732437229.434051514,0.0011828143803867194,-0.007999820866376354,-0.005121870578311332,0.04424480999509245,-0.09511429121024384,0.030331201332387536
1732437229.439574718,0.002607818589170756,-0.0037273028867194813,-0.0047461691593491395,-0.025477861394865,-0.07809879834572009,-0.09565330803742711
1732437229.443691969,-0.003029847481819274,-0.004768552791508901,-0.0017262865035194482,-0.10408988536191072,-0.08279905209649936,-0.06999292818159653
1732437229.449702501,-0.0038772344234951203,-0.01324979507559395,0.001282902549454699,-0.1351614005728481,-0.09001207114209078,0.09593234218829849
1732437229.453952789,-0.0009064648631269385,-0.02064594713980057,0.0046544767451239125,-0.14330249139382967,-0.06652008610464072,-0.09280728351380496
1732437229.459683657,0.0014906645492781937,-0.02489851263823939,0.0046571022825229015,-0.07103248696785051,-0.06179297808315835,-0.11509081069525173
1732437229.463964462,-0.0024415995199633033,-0.028185632699292397,-0.0004352829885986017,0.17753339527653428,-0.1635446086149185,-0.2538745306506822
1732437229.469696522,-0.0020351489025171973,-0.035697403826584796,-0.004145404626247283,0.46939503839422897,-0.35054924076719546,-0.1781717787867354
